movie_id,title,year,imdb_id,tmdb_id
2872,Excalibur ,1981,tt0082348,11527
2874,Pajama Game,1957,tt0050814,40867
2875,Sommersby ,1993,tt0108185,1049
2876,Thumbelina ,1994,tt0111419,28032
2877,Tommy ,1975,tt0073812,11326
2878,Hell Night ,1981,tt0082511,28377
2879,Armour of God II: Operation Condor ,1991,tt0099558,10975
2880,Armour of God ,1987,tt0091431,10974
2881,Double Jeopardy ,1999,tt0150377,10398
2882,Jakob the Liar ,1999,tt0120716,2290
2883,Mumford ,1999,tt0140397,24071
2884,Dog Park ,1998,tt0129884,62994
2885,Guinevere ,1999,tt0160338,60994
2886,Adventures of Elmo in Grouchland,1999,tt0159421,16112
2887,Simon Sez ,1999,tt0168172,32305
2888,Drive Me Crazy ,1999,tt0164114,14429
2889,Mystery,1999,tt0134618,15198
2890,Three Kings ,1999,tt0120188,6415
2891,Happy,1999,tt0162360,24066
2892,New Rose Hotel ,1998,tt0133122,21430
2893,Plunkett & MaCleane ,1999,tt0134033,10381
2894,Romance ,1999,tt0194314,171982
2896,Alvarez Kelly ,1966,tt0060095,60285
2897,And the Ship Sails On ,1983,tt0087188,5622
2898,Dark Half,1993,tt0106664,10349
2899,Gulliver's Travels ,1939,tt0031397,42518
2900,Monkey Shines ,1988,tt0095652,29787
2901,Phantasm ,1979,tt0079714,9638
2902,Psycho II ,1983,tt0086154,10576
2903,Psycho III ,1986,tt0091799,12662
2905,Sanjuro ,1962,tt0056443,11712
2906,Random Hearts ,1999,tt0156934,12618
2907,Superstar ,1999,tt0167427,13824
2908,Boys Don't Cry ,1999,tt0171804,226
2912,Limey,1999,tt0165854,10388
2915,Risky Business ,1983,tt0086200,9346
2916,Total Recall ,1990,tt0100802,861
2917,Body Heat ,1981,tt0082089,14412
2918,Ferris Bueller's Day Off ,1986,tt0091042,9377
2919,Year of Living Dangerously,1982,tt0086617,11541
2921,High Plains Drifter ,1973,tt0068699,11901
2922,Hang 'Em High ,1968,tt0061747,4929
2924,Drunken Master ,1978,tt0080179,11230
2925,Conformist,1970,tt0065571,8416
2926,Hairspray ,1988,tt0095270,11054
2927,Brief Encounter ,1946,tt0037558,851
2928,Razor's Edge,1984,tt0087980,24453
2929,Reds ,1981,tt0082979,18254
2930,Return with Honor ,1998,tt0176093,56235
2931,Time of the Gypsies ,1989,tt0097223,20123
2932,Days of Heaven ,1978,tt0077405,16642
2935,Lady Eve,1941,tt0033804,3086
2936,Sullivan's Travels ,1941,tt0034240,16305
2937,Palm Beach Story,1942,tt0035169,32255
2939,Niagara ,1953,tt0046126,19997
2940,Gilda ,1946,tt0038559,3767
2941,South Pacific ,1958,tt0052225,17352
2942,Flashdance ,1983,tt0085549,535
2943,Indochine ,1992,tt0104507,2731
2944,Dirty Dozen,1967,tt0061578,1654
2946,Help! ,1965,tt0059260,14831
2947,Goldfinger ,1964,tt0058150,658
2948,From Russia with Love ,1963,tt0057076,657
2949,Dr. No ,1962,tt0055928,646
2950,Blue Lagoon,1980,tt0080453,5689
2951,Fistful of Dollars,1964,tt0058461,391
2952,Sydney ,1996,tt0119256,8052
2953,Home Alone 2: Lost in New York ,1992,tt0104431,772
2956,Someone to Watch Over Me ,1987,tt0094008,31650
2959,Fight Club ,1999,tt0137523,550
2961,Story of Us,1999,tt0160916,12220
2962,Fever Pitch ,1997,tt0119114,1610
2964,Julien Donkey-Boy ,1999,tt0192194,42881
2965,Omega Code,1999,tt0203408,29064
2966,Straight Story,1999,tt0166896,404
2967,Bad Seed,1956,tt0048977,42196
2968,Time Bandits ,1981,tt0081633,36819
2969,Man and a Woman,1966,tt0061138,42726
2970,Fitzcarraldo ,1982,tt0083946,9343
2971,All That Jazz ,1979,tt0078754,16858
2972,Red Sorghum ,1987,tt0093206,42006
2973,Crimes and Misdemeanors ,1989,tt0097123,11562
2974,Bats ,1999,tt0200469,10496
2975,Best Man,1999,tt0168501,16162
2976,Bringing Out the Dead ,1999,tt0163988,8649
2977,Crazy in Alabama ,1999,tt0142201,31306
2978,Three to Tango ,1999,tt0144640,10563
2979,Body Shots ,1999,tt0172627,14484
2982,Guardian,1990,tt0099710,32043
2983,Ipcress File,1965,tt0059319,15247
2984,On Any Sunday ,1971,tt0067527,29251
2985,RoboCop ,1987,tt0093870,5548
2986,RoboCop 2 ,1990,tt0100502,5549
2987,Who Framed Roger Rabbit? ,1988,tt0096438,856
2988,Melvin and Howard ,1980,tt0081150,38772
2989,For Your Eyes Only ,1981,tt0082398,699
2990,Licence to Kill ,1989,tt0097742,709
2991,Live and Let Die ,1973,tt0070328,253
2992,Rawhead Rex ,1986,tt0091829,13511
2993,Thunderball ,1965,tt0059800,660
2995,House on Haunted Hill ,1999,tt0185371,11377
2996,Music of the Heart ,1999,tt0166943,26149
2997,Being John Malkovich ,1999,tt0120601,492
3000,Princess Mononoke ,1997,tt0119698,128
3002,My Best Fiend ,1999,tt0200849,8672
3003,Train of Life ,1998,tt0170705,8056
3004,Bachelor,1999,tt0120596,2020
3005,Bone Collector,1999,tt0145681,9481
3006,Insider,1999,tt0140352,9008
3007,American Movie ,1999,tt0181288,14242
3008,Last Night ,1998,tt0156729,16129
3010,Rosetta ,1999,tt0200071,11489
3011,They Shoot Horses,1969,tt0065088,28145
3013,Bride of Re-Animator ,1990,tt0099180,18111
3014,Bustin' Loose ,1981,tt0082121,31361
3015,Coma ,1978,tt0077355,11223
3016,Creepshow ,1982,tt0083767,16281
3017,Creepshow 2 ,1987,tt0092796,16288
3018,Re-Animator ,1985,tt0089885,1694
3019,Drugstore Cowboy ,1989,tt0097240,476
3020,Falling Down ,1993,tt0106856,37094
3021,Funhouse,1981,tt0082427,13555
3022,General,1926,tt0017925,961
3024,Piranha ,1978,tt0078087,24831
3028,Taming of the Shrew,1967,tt0061407,25560
3029,Nighthawks ,1981,tt0082817,21610
3030,Yojimbo ,1961,tt0055630,11878
3031,Repossessed ,1990,tt0100475,11510
3032,Omega Man,1971,tt0067525,11234
3033,Spaceballs ,1987,tt0094012,957
3034,Robin Hood ,1973,tt0070608,11886
3035,Mister Roberts ,1955,tt0048380,37853
3036,Quest for Fire ,1981,tt0082484,62204
3037,Little Big Man ,1970,tt0065988,11040
3038,Face in the Crowd,1957,tt0050371,21849
3039,Trading Places ,1983,tt0086465,1621
3040,Meatballs ,1979,tt0079540,14035
3041,Meatballs Part II ,1984,tt0087700,40771
3042,Meatballs III ,1987,tt0093516,40772
3043,Meatballs 4 ,1992,tt0104837,40773
3044,Dead Again ,1991,tt0101669,11498
3045,Peter's Friends ,1992,tt0105130,11790
3046,Incredibly True Adventure of Two Girls in Love,1995,tt0113416,29371
3048,Under the Rainbow ,1981,tt0083254,47941
3051,Anywhere But Here ,1999,tt0149691,21349
3052,Dogma ,1999,tt0120655,1832
3053,Messenger: The Story of Joan of Arc,1999,tt0151137,10047
3054,Pokémon: The First Movie ,1998,tt0190641,10228
3055,Felicia's Journey ,1999,tt0165773,47692
3056,Oxygen ,1999,tt0160620,18561
3057,Where's Marlowe? ,1998,tt0118150,144953
3060,Commitments,1991,tt0101605,11663
3061,Holiday Inn ,1942,tt0034862,13485
3062,Longest Day,1962,tt0056197,9289
3063,Poison Ivy ,1992,tt0105156,9264
3064,Poison Ivy: New Seduction ,1997,tt0119908,18222
3066,Tora! Tora! Tora! ,1970,tt0066473,11165
3067,Women on the Verge of a Nervous Breakdown ,1988,tt0095675,4203
3068,Verdict,1982,tt0084855,24226
3070,Adventures of Buckaroo Banzai Across the 8th Dimension,1984,tt0086856,11379
3071,Stand and Deliver ,1988,tt0094027,29154
3072,Moonstruck ,1987,tt0093565,2039
3073,Sandpiper,1965,tt0059674,77915
3074,Jeremiah Johnson ,1972,tt0068762,11943
3075,Repulsion ,1965,tt0059646,11481
3076,Irma la Douce ,1963,tt0057187,2690
3077,42 Up ,1998,tt0164312,20565
3078,Liberty Heights ,1999,tt0165859,27141
3079,Mansfield Park ,1999,tt0178737,10399
3081,Sleepy Hollow ,1999,tt0162661,2668
3082,World Is Not Enough,1999,tt0143145,36643
3083,All About My Mother ,1999,tt0185125,99
3086,Babes in Toyland ,1934,tt0024852,25898
3087,Scrooged ,1988,tt0096061,9647
3088,Harvey ,1950,tt0042546,11787
3089,Bicycle Thieves ,1948,tt0040522,5156
3090,Matewan ,1987,tt0093509,24276
3091,Kagemusha ,1980,tt0080979,11953
3093,McCabe & Mrs. Miller ,1971,tt0067411,29005
3094,Maurice ,1987,tt0093512,26371
3095,Grapes of Wrath,1940,tt0032551,596
3096,My Man Godfrey ,1957,tt0050738,52470
3097,Shop Around the Corner,1940,tt0033045,20334
3098,Natural,1984,tt0087781,11393
3099,Shampoo ,1975,tt0073692,31121
3100,River Runs Through It,1992,tt0105265,293
3101,Fatal Attraction ,1987,tt0093010,10998
3102,Jagged Edge ,1985,tt0089360,12235
3103,Stanley & Iris ,1990,tt0100680,36094
3104,Midnight Run ,1988,tt0095631,9013
3105,Awakenings ,1990,tt0099077,11005
3106,Come See the Paradise ,1990,tt0099291,59820
3107,Backdraft ,1991,tt0101393,2924
3108,Fisher King,1991,tt0101889,177
3109,River,1984,tt0088007,38557
3111,Places in the Heart ,1984,tt0087921,13681
3112,'night Mother ,1986,tt0090556,34760
3113,End of Days ,1999,tt0146675,9946
3114,Toy Story 2 ,1999,tt0120363,863
3115,Flawless ,1999,tt0155711,31582
3117,Ride with the Devil ,1999,tt0134154,22267
3120,Distinguished Gentleman,1992,tt0104114,10411
3125,End of the Affair,1999,tt0172396,20024
3127,Holy Smoke ,1999,tt0144715,13787
3129,Sweet and Lowdown ,1999,tt0158371,9684
3130,Bonfire of the Vanities ,1990,tt0099165,9586
3132,Daddy Long Legs ,1919,tt0010040,70801
3134,Grand Illusion ,1937,tt0028950,777
3135,Great Santini,1979,tt0079239,21887
3138,Stealing Home ,1988,tt0096171,32331
3141,Two Jakes,1990,tt0100828,32669
3142,U2: Rattle and Hum ,1988,tt0096328,18161
3143,Hell in the Pacific ,1968,tt0063056,31681
3145,Cradle Will Rock ,1999,tt0150216,32274
3146,Deuce Bigalow: Male Gigolo ,1999,tt0205000,10402
3147,Green Mile,1999,tt0120689,497
3148,Cider House Rules,1999,tt0124315,1715
3150,War Zone,1999,tt0141974,42739
3152,Last Picture Show,1971,tt0067328,25188
3153,7th Voyage of Sinbad,1958,tt0051337,15515
3155,Anna and the King ,1999,tt0166485,1439
3156,Bicentennial Man ,1999,tt0182789,2277
3157,Stuart Little ,1999,tt0164912,10137
3158,Emperor and the Assassin,1999,tt0162866,10387
3159,Fantasia 2000 ,1999,tt0120910,49948
3160,Magnolia ,1999,tt0175880,334
3161,Onegin ,1999,tt0119079,30237
3162,Simpatico ,1999,tt0174204,50116
3163,Topsy-Turvy ,1999,tt0151568,46435
3165,Boiling Point ,1993,tt0106455,22213
3167,Carnal Knowledge ,1971,tt0066892,36492
3168,Easy Rider ,1969,tt0064276,624
3169,The Falcon and the Snowman ,1985,tt0087231,26578
3171,Room at the Top ,1959,tt0053226,43103
3173,Any Given Sunday ,1999,tt0146838,9563
3174,Man on the Moon ,1999,tt0125664,1850
3175,Galaxy Quest ,1999,tt0177789,926
3176,Talented Mr. Ripley,1999,tt0134119,1213
3177,Next Friday ,2000,tt0195945,10471
3178,Hurricane,1999,tt0174856,10400
3179,Angela's Ashes ,1999,tt0145653,10397
3181,Titus ,1999,tt0120866,12524
3182,Mr. Death: The Rise and Fall of Fred A. Leuchter,1999,tt0192335,28216
3183,Third Miracle,1999,tt0174268,36773
3185,Snow Falling on Cedars ,1999,tt0120834,10219
3186,Girl,1999,tt0172493,3558
3189,My Dog Skip ,1999,tt0156812,17908
3190,Supernova ,2000,tt0134983,10384
3192,Terrorist,1998,tt0169302,48233
3194,Way We Were,1973,tt0070903,10236
3196,Stalag 17 ,1953,tt0046359,632
3197,Presidio,1988,tt0095897,11851
3198,Papillon ,1973,tt0070511,5924
3200,Last Detail,1973,tt0070290,14886
3201,Five Easy Pieces ,1970,tt0065724,26617
3203,Dead Calm ,1989,tt0097162,10493
3204,Boys from Brazil,1978,tt0077269,16241
3206,Against All Odds ,1984,tt0086859,22160
3208,Loaded Weapon 1 ,1993,tt0107659,9644
3210,Fast Times at Ridgemont High ,1982,tt0083929,13342
3211,Cry in the Dark,1988,tt0094924,35119
3213,Batman: Mask of the Phantasm ,1993,tt0106364,14919
3214,American Flyers ,1985,tt0088707,14040
3217,Star Is Born,1937,tt0029606,22692
3219,Pacific Heights ,1990,tt0100318,2990
3221,Draughtsman's Contract,1982,tt0083851,10831
3223,Zed & Two Noughts,1985,tt0090366,33078
3224,Woman in the Dunes ,1964,tt0058625,16672
3225,Down to You ,2000,tt0186975,10472
3230,Odessa File,1974,tt0071935,21489
3235,Where the Buffalo Roam ,1980,tt0081748,13005
3238,Eye of the Beholder ,1999,tt0120662,18681
3240,Big Tease,1999,tt0156639,20468
3241,Cup,1999,tt0201840,14521
3243,Encino Man ,1992,tt0104187,10406
3244,Goodbye Girl,1977,tt0076095,14741
3246,Malcolm X ,1992,tt0104797,1883
3247,Sister Act ,1992,tt0105417,2005
3248,Sister Act 2: Back in the Habit ,1993,tt0108147,6279
3249,Hand That Rocks the Cradle,1992,tt0104389,11087
3250,Alive ,1993,tt0106246,7305
3251,Agnes of God ,1985,tt0088683,24735
3252,Scent of a Woman ,1992,tt0105323,9475
3253,Wayne's World ,1992,tt0105793,8872
3254,Wayne's World 2 ,1993,tt0108525,8873
3255,League of Their Own,1992,tt0104694,11287
3256,Patriot Games ,1992,tt0105112,9869
3257,Bodyguard,1992,tt0103855,619
3258,Death Becomes Her ,1992,tt0104070,9374
3259,Far and Away ,1992,tt0104231,11259
3260,Howards End ,1992,tt0104454,8293
3261,Singles ,1992,tt0105415,11068
3262,Twin Peaks: Fire Walk with Me ,1992,tt0105665,1923
3263,White Men Can't Jump ,1992,tt0105812,10158
3264,Buffy the Vampire Slayer ,1992,tt0103893,10206
3265,Hard-Boiled ,1992,tt0104684,11782
3266,Man Bites Dog ,1992,tt0103905,10086
3267,Mariachi,1992,tt0104815,9367
3268,Stop! Or My Mom Will Shoot ,1992,tt0105477,9876
3269,Forever Young ,1992,tt0104291,10326
3270,Cutting Edge,1992,tt0104040,16562
3271,Of Mice and Men ,1992,tt0105046,9609
3272,Bad Lieutenant ,1992,tt0103759,12143
3273,Scream 3 ,2000,tt0134084,4234
3274,Single White Female ,1992,tt0105414,9605
3275,Boondock Saints,2000,tt0144117,8374
3276,Gun Shy ,2000,tt0171356,29076
3280,Baby,1973,tt0069754,28156
3281,Brandon Teena Story,1998,tt0144801,113096
3283,Minnie and Moskowitz ,1971,tt0067433,24349
3284,They Might Be Giants ,1971,tt0067848,27841
3285,Beach,2000,tt0163978,1907
3286,Snow Day ,2000,tt0184907,15489
3287,Tigger Movie,2000,tt0220099,15655
3289,Not One Less ,1999,tt0209189,36210
3294,Eaten Alive ,1977,tt0074455,30062
3295,Raining Stones ,1993,tt0107920,62463
3296,To Sir with Love ,1967,tt0062376,25934
3298,Boiler Room ,2000,tt0181984,14181
3299,Hanging Up ,2000,tt0162983,10385
3300,Pitch Black ,2000,tt0134847,2787
3301,Whole Nine Yards,2000,tt0190138,2069
3302,Beautiful People ,1999,tt0159272,61416
3303,Black Tar Heroin: The Dark End of the Street ,2000,tt0221023,79515
3306,Circus,1928,tt0018773,28978
3307,City Lights ,1931,tt0021749,901
3308,Flamingo Kid,1984,tt0087265,25010
3310,Kid,1921,tt0012349,10098
3313,Class Reunion ,1982,tt0084395,33374
3315,Happy Go Lovely ,1951,tt0043618,127602
3316,Reindeer Games ,2000,tt0184858,2155
3317,Wonder Boys ,2000,tt0185014,11004
3323,Chain of Fools ,2000,tt0194368,20682
3324,Drowning Mona ,2000,tt0186045,25166
3325,Next Best Thing,2000,tt0156841,1831
3326,What Planet Are You From? ,2000,tt0181151,10416
3327,Beyond the Mat ,1999,tt0218043,14271
3328,Ghost Dog: The Way of the Samurai ,1999,tt0165798,4816
3329,The Year My Voice Broke ,1987,tt0094347,19958
3330,Splendor in the Grass ,1961,tt0055471,28569
3331,My Tutor ,1983,tt0085980,2193
3334,Key Largo ,1948,tt0040506,11016
3338,For All Mankind ,1989,tt0097372,20423
3341,Born Yesterday ,1950,tt0042276,24481
3342,Birdy ,1984,tt0086969,11296
3344,Blood Feast ,1963,tt0056875,28172
3345,Charlie,1967,tt0062793,57855
3347,Never Cry Wolf ,1983,tt0086005,14280
3350,Raisin in the Sun,1961,tt0055353,29478
3353,Closer You Get,2000,tt0218112,73642
3354,Mission to Mars ,2000,tt0183523,2067
3355,Ninth Gate,1999,tt0142688,622
3357,East-West ,1999,tt0181530,28463
3358,Defending Your Life ,1991,tt0101698,12186
3359,Breaking Away ,1979,tt0078902,20283
3360,Hoosiers ,1986,tt0091217,5693
3361,Bull Durham ,1988,tt0094812,287
3362,Dog Day Afternoon ,1975,tt0072890,968
3363,American Graffiti ,1973,tt0069704,838
3364,Asphalt Jungle,1950,tt0042208,16958
3365,Searchers,1956,tt0049730,3114
3368,Big Country,1958,tt0051411,12501
3370,Betrayed ,1988,tt0094731,31618
3372,Bridge at Remagen,1969,tt0064110,15873
3374,Daughters of the Dust ,1991,tt0104057,68427
3378,Ogre,1996,tt0118043,48213
3379,On the Beach ,1959,tt0053137,35412
3384,Taking of Pelham One Two Three,1974,tt0072251,8333
3385,Volunteers ,1985,tt0090274,19259
3386,JFK ,1991,tt0102138,820
3387,Who's Harry Crumb? ,1989,tt0098645,11718
3388,Harry and the Hendersons ,1987,tt0093148,8989
3389,Let's Get Harry ,1986,tt0091400,32031
3390,Shanghai Surprise ,1986,tt0091934,58048
3391,Who's That Girl? ,1987,tt0094321,26827
3392,She-Devil ,1989,tt0098309,11157
3393,Date with an Angel ,1987,tt0092834,28370
3394,Blind Date ,1987,tt0092666,918
3395,Nadine ,1987,tt0093596,61178
3396,Muppet Movie,1979,tt0079588,11176
3397,Great Muppet Caper,1981,tt0082474,14900
3398,Muppets Take Manhattan,1984,tt0087755,11899
3400,We're Back! A Dinosaur's Story ,1993,tt0108526,18890
3401,Baby... Secret of the Lost Legend ,1985,tt0088760,19736
3402,Turtle Diary ,1985,tt0090219,123047
3403,Raise the Titanic ,1980,tt0081400,24575
3404,Titanic ,1953,tt0046435,16535
3405,Night to Remember,1958,tt0051994,10971
3406,Captain Horatio Hornblower R.N. ,1951,tt0043379,23928
3408,Erin Brockovich ,2000,tt0195685,462
3409,Final Destination ,2000,tt0195714,9532
3410,Soft Fruit ,1999,tt0180181,117259
3412,Bear,1988,tt0095800,2383
3414,Love Is a Many-Splendored Thing ,1955,tt0048316,53879
3415,Mirror,1975,tt0072443,1396
3417,Crimson Pirate,1952,tt0044517,11570
3418,Thelma & Louise ,1991,tt0103074,1541
3420,...And Justice for All ,1979,tt0078718,17443
3421,Animal House ,1978,tt0077975,8469
3422,She's Gotta Have It ,1986,tt0091939,27995
3423,School Daze ,1988,tt0096054,36739
3424,Do the Right Thing ,1989,tt0097216,925
3425,Mo' Better Blues ,1990,tt0100168,41823
3426,Jungle Fever ,1991,tt0102175,1713
3428,Champ,1979,tt0078950,30547
3429,Creature Comforts ,1989,tt0099317,54825
3430,Death Wish ,1974,tt0071402,13939
3431,Death Wish 2 ,1982,tt0082250,14373
3432,Death Wish 3 ,1985,tt0089003,24873
3433,Death Wish 4: The Crackdown ,1987,tt0092857,26263
3434,Death Wish 5: The Face of Death ,1994,tt0109578,34746
3435,Double Indemnity ,1944,tt0036775,996
3436,Dying Young ,1991,tt0101787,9079
3438,Teenage Mutant Ninja Turtles ,1990,tt0100758,1498
3439,Teenage Mutant Ninja Turtles II: The Secret of the Ooze ,1991,tt0103060,1497
3440,Teenage Mutant Ninja Turtles III ,1993,tt0108308,1499
3441,Red Dawn ,1984,tt0087985,1880
3442,Band of the Hand ,1986,tt0090693,33762
3444,Bloodsport ,1988,tt0092675,11690
3445,Eyes of Laura Mars ,1978,tt0077530,29143
3446,Funny Bones ,1995,tt0113133,35292
3447,Good Earth,1937,tt0028944,36652
3448,Good Morning,1987,tt0093105,801
3449,Good Mother,1988,tt0095238,104301
3450,Grumpy Old Men ,1993,tt0107050,11520
3451,Guess Who's Coming to Dinner ,1967,tt0061735,1879
3452,Romeo Must Die ,2000,tt0165929,2085
3453,Here on Earth ,2000,tt0195778,13539
3454,Whatever It Takes ,2000,tt0202402,16222
3455,Buddy Boy ,1999,tt0146516,109479
3456,Color of Paradise,1999,tt0191043,17078
3459,Gothic ,1986,tt0091142,33516
3461,Lord of the Flies ,1963,tt0057261,9960
3462,Modern Times ,1936,tt0027977,3082
3466,Heart and Souls ,1993,tt0107091,12187
3467,Hud ,1963,tt0057163,24748
3468,Hustler,1961,tt0054997,990
3469,Inherit the Wind ,1960,tt0053946,1908
3470,Dersu Uzala ,1975,tt0071411,9764
3471,Close Encounters of the Third Kind ,1977,tt0075860,840
3473,Jonah Who Will Be 25 in the Year 2000 ,1976,tt0074718,42237
3474,Retroactive ,1997,tt0117468,26689
3475,Place in the Sun,1951,tt0043924,25673
3476,Jacob's Ladder ,1990,tt0099871,2291
3477,Empire Records ,1995,tt0112950,13531
3478,Bamba,1987,tt0093378,16620
3479,Ladyhawke ,1985,tt0089457,526
3480,Lucas ,1986,tt0091445,13346
3481,High Fidelity ,2000,tt0146882,243
3483,Road to El Dorado,2000,tt0138749,10501
3484,Skulls,2000,tt0192614,11478
3489,Hook ,1991,tt0102057,879
3492,Son of the Sheik,1926,tt0017416,85689
3494,True Grit ,1969,tt0065126,17529
3496,Madame Sousatzka ,1988,tt0095564,118098
3497,Max Dugan Returns ,1983,tt0085919,1793
3498,Midnight Express ,1978,tt0077928,11327
3499,Misery ,1990,tt0100157,1700
3500,Mr. Saturday Night ,1992,tt0104928,54087
3501,Murphy's Romance ,1985,tt0089643,34322
3502,My Life ,1993,tt0107630,41659
3503,Solaris ,1972,tt0069293,593
3504,Network ,1976,tt0074958,10774
3505,No Way Out ,1987,tt0093640,10083
3506,North Dallas Forty ,1979,tt0079640,29786
3507,Odd Couple,1968,tt0063374,11356
3508,Outlaw Josey Wales,1976,tt0075029,10747
3510,Frequency ,2000,tt0186151,10559
3511,Ready to Rumble ,2000,tt0217756,20697
3512,Return to Me ,2000,tt0122459,2621
3513,Rules of Engagement ,2000,tt0160797,10479
3514,Joe Gould's Secret ,2000,tt0172632,125709
3515,Me Myself I ,2000,tt0183503,49721
3516,Bell,1958,tt0051406,2006
3519,Force 10 from Navarone ,1978,tt0077572,17339
3521,Mystery Train ,1989,tt0097940,11305
3524,Arthur ,1981,tt0082031,13665
3525,Bachelor Party ,1984,tt0086927,12309
3526,Parenthood ,1989,tt0098067,1552
3527,Predator ,1987,tt0093773,106
3528,Prince of Tides,1991,tt0102713,10333
3529,Postman Always Rings Twice,1981,tt0082934,11027
3531,All the Vermeers in New York ,1990,tt0099014,123757
3534,28 Days ,2000,tt0191754,10468
3535,American Psycho ,2000,tt0144084,1359
3536,Keeping the Faith ,2000,tt0171433,4967
3537,Where the Money Is ,2000,tt0149367,31776
3538,East is East ,1999,tt0166175,10557
3539,Filth and the Fury,2000,tt0236216,27745
3543,Diner ,1982,tt0083833,13776
3544,Shakes the Clown ,1992,tt0102898,26291
3545,Cabaret ,1972,tt0068327,10784
3546,What Ever Happened to Baby Jane? ,1962,tt0056687,10242
3548,Auntie Mame ,1958,tt0051383,16347
3549,Guys and Dolls ,1955,tt0048140,4825
3550,The Hunger ,1983,tt0085701,11654
3551,Marathon Man ,1976,tt0074860,10518
3552,Caddyshack ,1980,tt0080487,11977
3553,Gossip ,2000,tt0176783,18041
3554,Love and Basketball ,2000,tt0199725,14736
3555,U-571 ,2000,tt0141926,3536
3556,Virgin Suicides,1999,tt0159097,1443
3557,Jennifer 8 ,1992,tt0104549,10424
3559,Limelight ,1952,tt0044837,28971
3563,Crow: Salvation,2000,tt0132910,9456
3564,Flintstones in Viva Rock Vegas,2000,tt0158622,889
3565,Where the Heart Is ,2000,tt0198021,10564
3566,Big Kahuna,2000,tt0189584,15723
3567,Bossa Nova ,2000,tt0180837,19600
3568,Smiling Fish and Goat on Fire ,1999,tt0162348,125537
3569,Idiots,1998,tt0154421,452
3571,Time Code ,2000,tt0220100,36234
3572,Carnosaur ,1993,tt0106521,39283
3573,Carnosaur 2 ,1995,tt0112634,65460
3574,Carnosaur 3: Primal Species ,1996,tt0115834,55667
3576,Hidden,1987,tt0093185,12476
3577,Two Moon Junction ,1988,tt0096324,5241
3578,Gladiator ,2000,tt0172495,98
3580,Up at the Villa ,2000,tt0153464,47724
3581,Human Traffic ,1999,tt0188674,11129
3584,Breathless ,1983,tt0085276,1058
3586,The Idolmaker ,1980,tt0080913,42159
3587,Inferno ,1980,tt0080923,16395
3590,Lords of Flatbush,1974,tt0071772,38925
3591,Mr. Mom ,1983,tt0085970,13105
3592,Time Masters ,1982,tt0084315,22501
3593,Battlefield Earth ,2000,tt0185183,5491
3594,Center Stage ,2000,tt0210616,10560
3596,Screwed ,2000,tt0156323,19419
3597,Whipped ,2000,tt0174336,23531
3598,Hamlet ,2000,tt0171359,10688
3599,Anchors Aweigh ,1945,tt0037514,17889
3604,Gypsy ,1962,tt0056048,39391
3606,On the Town ,1949,tt0041716,31516
3608,Pee-wee's Big Adventure ,1985,tt0089791,5683
3609,Regret to Inform ,1998,tt0181786,113279
3614,Honeymoon in Vegas ,1992,tt0104438,12518
3615,Dinosaur ,2000,tt0130623,10567
3616,Loser ,2000,tt0217630,10642
3617,Road Trip ,2000,tt0215129,9285
3618,Small Time Crooks ,2000,tt0196216,10569
3619,Hollywood Knights,1980,tt0080881,21879
3622,Twelve Chairs,1970,tt0066495,24918
3623,Mission: Impossible II ,2000,tt0120755,955
3624,Shanghai Noon ,2000,tt0184894,8584
3625,Better Living Through Circuitry ,1999,tt0207998,47295
3626,8 ½ Women ,1999,tt0154443,11332
3627,Carnival of Souls ,1962,tt0055830,16093
3628,Flying Tigers ,1942,tt0034742,29372
3629,Gold Rush,1925,tt0015864,962
3632,Monsieur Verdoux ,1947,tt0039631,30588
3633,On Her Majesty's Secret Service ,1969,tt0064757,668
3634,Seven Days in May ,1964,tt0058576,23518
3635,Spy Who Loved Me,1977,tt0076752,691
3637,Vagabond ,1985,tt0089960,44018
3638,Moonraker ,1979,tt0079574,698
3639,Man with the Golden Gun,1974,tt0071807,682
3640,King in New York,1957,tt0050598,28973
3641,Woman of Paris,1923,tt0014624,28974
3643,Fighting Seabees,1944,tt0036824,22994
3646,Big Momma's House ,2000,tt0208003,9600
3648,Abominable Snowman,1957,tt0050095,38006
3649,American Gigolo ,1980,tt0080365,2768
3652,City of the Living Dead ,1980,tt0081318,24920
3653,Endless Summer,1966,tt0060371,21
3654,Guns of Navarone,1961,tt0054953,10911
3655,Blow-Out ,1973,tt0070130,10102
3658,Quatermass and the Pit ,1967,tt0062168,26912
3660,Puppet Master ,1989,tt0098143,26953
3661,Puppet Master II ,1991,tt0100438,26954
3662,Puppet Master III: Toulon's Revenge ,1991,tt0102728,26956
3663,Puppet Master 4 ,1993,tt0107899,26957
3664,Puppet Master 5: The Final Chapter ,1994,tt0110916,26958
3667,Rent-A-Cop ,1988,tt0095977,80287
3668,Romeo and Juliet ,1968,tt0063518,6003
3669,Stay Tuned ,1992,tt0105466,23939
3671,Blazing Saddles ,1974,tt0071230,11072
3672,Benji ,1974,tt0071206,23069
3673,Benji the Hunted ,1987,tt0092638,21299
3674,For the Love of Benji ,1977,tt0076044,38802
3675,White Christmas ,1954,tt0047673,13368
3676,Eraserhead ,1977,tt0074486,985
3677,Baraka ,1992,tt0103767,14002
3678,Man with the Golden Arm,1955,tt0048347,541
3679,Decline of Western Civilization,1981,tt0082252,21137
